GEOID,STATEFP,COUNTYFP,TRACTCE,Proximity_PCA1,Proximity_PCA2,stnd_Proximity_PCA1,stnd_Proximity_PCA2
37021000300,37,21,300,1.117568842,0.129332254,127.9392211,103.2333064
37021000400,37,21,400,1.185640623,0.64136191,129.6410156,116.0340478
37021000500,37,21,500,0.696994084,0.056850578,117.4248521,101.4212644
37021000600,37,21,600,1.319399653,0.571261069,132.9849913,114.2815267
37021000700,37,21,700,1.236834908,0.399878561,130.9208727,109.996964
37021000800,37,21,800,0.936801252,0.15240845,123.4200313,103.8102113
37021000900,37,21,900,1.259427413,0.429763526,131.4856853,110.7440882
37021001000,37,21,1000,0.770867355,-0.15790492,119.2716839,96.052377
37021001100,37,21,1100,0.953746668,0.169764381,123.8436667,104.2441095
37021001200,37,21,1200,0.766349166,-0.18788966,119.1587292,95.30275849
37021001300,37,21,1300,0.601166071,-0.50681437,115.0291518,87.32964076
37021001401,37,21,1401,0.452122601,-0.587483671,111.303065,85.31290823
37021001402,37,21,1402,0.720464379,-0.352274523,118.0116095,91.19313693
37021001500,37,21,1500,0.436460493,-0.546867655,110.9115123,86.32830863
37021001601,37,21,1601,0.761932397,-0.134491135,119.0483099,96.63772162
37021001802,37,21,1802,0.268300795,-0.604834682,106.7075199,84.87913294
37021001900,37,21,1900,0.853379438,-0.181035556,121.334486,95.47411109
37021002000,37,21,2000,1.106070874,-0.027032313,127.6517719,99.32419218
37021002102,37,21,2102,0.870775916,-0.064030758,121.7693979,98.39923104
37021002203,37,21,2203,0.671964883,0.058304606,116.7991221,101.4576152
37021002205,37,21,2205,-0.025133424,-0.840674287,99.3716644,78.98314284
